date,publisher,candidate,sentiment
2020-03-27,WashingtonTimes,klobuchar,0.18333333333333335
2020-03-27,WashingtonTimes,sanders,-0.11249999999999999
2020-03-27,WashingtonTimes,trump,0.03190805882858866
2020-03-28,AP,trump,0.06050272682478895
2020-03-28,Breitbart,biden,0.051190476190476196
2020-03-28,Breitbart,trump,0.045382796216129555
2020-03-28,Breitbart,yang,0.0
2020-03-28,Buzzfeed,trump,0.0
2020-03-28,Fox,klobuchar,0.0
2020-03-28,Fox,trump,0.1265462225946098
2020-03-28,NBC,biden,0.21770833333333334
2020-03-28,NBC,sanders,0.12273982683982683
2020-03-28,NBC,trump,0.0681017979661848
2020-03-28,NewYorkTimes,bloomberg,0.0
2020-03-28,NewYorkTimes,trump,0.010462644300144305
2020-03-28,Politico,biden,0.025012400793650795
2020-03-28,Politico,sanders,0.21875
2020-03-28,Politico,trump,0.03780635190804467
2020-03-28,Politico,warren,0.0576923076923077
2020-03-28,WashingtonTimes,sanders,-0.0625
2020-03-28,WashingtonTimes,trump,0.08540606641909963
2020-03-29,AP,,0.10000000000000003
2020-03-29,AP,biden,0.16933333333333334
2020-03-29,AP,klobuchar,-0.0014880952380952467
2020-03-29,AP,sanders,0.10317460317460318
2020-03-29,AP,trump,0.03009155945775664
2020-03-29,Breitbart,biden,0.21143939393939393
2020-03-29,Breitbart,sanders,0.13047619047619047
2020-03-29,Breitbart,trump,0.06772317725216274
2020-03-29,Breitbart,warren,0.4
2020-03-29,Buzzfeed,trump,0.0
2020-03-29,Fox,biden,0.1379632275132275
2020-03-29,Fox,trump,0.08244358967288892
2020-03-29,NBC,biden,-0.035208333333333335
2020-03-29,NBC,bloomberg,0.0
2020-03-29,NBC,klobuchar,-0.08333333333333333
2020-03-29,NBC,trump,0.07441868164730016
2020-03-29,NewYorkTimes,biden,-0.06284722222222223
2020-03-29,NewYorkTimes,bloomberg,-0.04871212121212122
2020-03-29,NewYorkTimes,trump,0.05495951579284912
2020-03-29,NewYorkTimes,yang,0.004285714285714283
2020-03-29,Politico,biden,0.002857142857142858
