date,publisher,candidate,count
2020-03-22,Politico,Buttigieg,26
2020-03-22,WashingtonTimes,Buttigieg,0
2020-03-23,AP,Buttigieg,0
2020-03-23,Breitbart,Buttigieg,0
2020-03-23,Buzzfeed,Buttigieg,0
2020-03-23,Fox,Buttigieg,0
2020-03-23,NBC,Buttigieg,0
2020-03-23,NewYorkTimes,Buttigieg,0
2020-03-23,Politico,Buttigieg,0
2020-03-23,WashingtonTimes,Buttigieg,0
2020-03-24,AP,Buttigieg,0
2020-03-24,Breitbart,Buttigieg,0
2020-03-24,Buzzfeed,Buttigieg,0
2020-03-24,Fox,Buttigieg,0
2020-03-24,NBC,Buttigieg,0
2020-03-24,NewYorkTimes,Buttigieg,0
2020-03-24,Politico,Buttigieg,0
2020-03-24,WashingtonTimes,Buttigieg,0
2020-03-25,AP,Buttigieg,5
2020-03-25,Breitbart,Buttigieg,0
2020-03-25,Buzzfeed,Buttigieg,0
2020-03-25,Fox,Buttigieg,0
2020-03-25,NBC,Buttigieg,0
2020-03-25,NewYorkTimes,Buttigieg,0
2020-03-25,Politico,Buttigieg,0
2020-03-25,WashingtonTimes,Buttigieg,0
2020-03-26,AP,Buttigieg,0
2020-03-26,Breitbart,Buttigieg,0
2020-03-26,Fox,Buttigieg,0
2020-03-26,NBC,Buttigieg,0
2020-03-26,NewYorkTimes,Buttigieg,0
2020-03-26,Politico,Buttigieg,0
2020-03-26,WashingtonTimes,Buttigieg,0
2020-03-27,AP,Buttigieg,0
2020-03-27,Breitbart,Buttigieg,0
2020-03-27,Buzzfeed,Buttigieg,0
2020-03-27,Fox,Buttigieg,0
2020-03-27,NBC,Buttigieg,0
2020-03-27,NewYorkTimes,Buttigieg,10
2020-03-27,Politico,Buttigieg,0
2020-03-27,WashingtonTimes,Buttigieg,0
2020-03-28,AP,Buttigieg,0
2020-03-28,Breitbart,Buttigieg,0
2020-03-28,Buzzfeed,Buttigieg,0
2020-03-28,Fox,Buttigieg,0
2020-03-28,NBC,Buttigieg,0
2020-03-28,NewYorkTimes,Buttigieg,0
2020-03-28,Politico,Buttigieg,0
2020-03-28,WashingtonTimes,Buttigieg,0
2020-03-29,AP,Buttigieg,0
2020-03-29,Breitbart,Buttigieg,0
2020-03-29,Buzzfeed,Buttigieg,0
2020-03-29,Fox,Buttigieg,0
2020-03-29,NBC,Buttigieg,0
2020-03-29,NewYorkTimes,Buttigieg,0
2020-03-29,Politico,Buttigieg,0
2020-03-29,WashingtonTimes,Buttigieg,0
2020-03-30,AP,Buttigieg,0
2020-03-30,Breitbart,Buttigieg,0
2020-03-30,Buzzfeed,Buttigieg,0
2020-03-30,Fox,Buttigieg,4
2020-03-30,NBC,Buttigieg,0
2020-03-30,NewYorkTimes,Buttigieg,0
2020-03-30,Politico,Buttigieg,0
2020-03-30,WashingtonTimes,Buttigieg,0
2020-03-31,AP,Buttigieg,0
2020-03-31,Breitbart,Buttigieg,0
2020-03-31,Buzzfeed,Buttigieg,0
2020-03-31,Fox,Buttigieg,0
2020-03-31,NBC,Buttigieg,0
2020-03-31,NewYorkTimes,Buttigieg,0
2020-03-31,Politico,Buttigieg,112
2020-03-31,WashingtonTimes,Buttigieg,0
2020-04-01,AP,Buttigieg,0
2020-04-01,Breitbart,Buttigieg,0
2020-04-01,Buzzfeed,Buttigieg,0
2020-04-01,Fox,Buttigieg,0
2020-04-01,NBC,Buttigieg,0
2020-04-01,NewYorkTimes,Buttigieg,28
2020-04-01,Politico,Buttigieg,0
2020-04-01,WashingtonTimes,Buttigieg,0
2020-04-02,AP,Buttigieg,0
2020-04-02,Breitbart,Buttigieg,0
2020-04-02,Fox,Buttigieg,0
2020-04-02,NBC,Buttigieg,0
2020-04-02,NewYorkTimes,Buttigieg,0
2020-04-02,Politico,Buttigieg,0
2020-04-02,WashingtonTimes,Buttigieg,0
2020-04-03,AP,Buttigieg,0
2020-04-03,Breitbart,Buttigieg,0
2020-04-03,Buzzfeed,Buttigieg,0
2020-04-03,Fox,Buttigieg,2
2020-04-03,NBC,Buttigieg,0
2020-04-03,NewYorkTimes,Buttigieg,0
2020-04-03,Politico,Buttigieg,3
2020-04-03,WashingtonTimes,Buttigieg,0
2020-04-04,AP,Buttigieg,0
2020-04-04,Breitbart,Buttigieg,5
2020-04-04,Buzzfeed,Buttigieg,0
2020-04-04,Fox,Buttigieg,0
2020-04-04,NBC,Buttigieg,0
2020-04-04,NewYorkTimes,Buttigieg,0
2020-04-04,Politico,Buttigieg,0
2020-04-04,WashingtonTimes,Buttigieg,0
2020-04-05,AP,Buttigieg,0
2020-04-05,Breitbart,Buttigieg,0
2020-04-05,Fox,Buttigieg,0
2020-04-05,NBC,Buttigieg,0
2020-04-05,NewYorkTimes,Buttigieg,0
2020-04-05,Politico,Buttigieg,0
2020-04-05,WashingtonTimes,Buttigieg,0
2020-04-06,AP,Buttigieg,0
2020-04-06,Breitbart,Buttigieg,0
2020-04-06,Buzzfeed,Buttigieg,0
2020-04-06,Fox,Buttigieg,0
2020-04-06,NBC,Buttigieg,0
2020-04-06,NewYorkTimes,Buttigieg,0
2020-04-06,Politico,Buttigieg,0
2020-04-06,WashingtonTimes,Buttigieg,0
2020-04-07,AP,Buttigieg,0
2020-04-07,Breitbart,Buttigieg,0
2020-04-07,Fox,Buttigieg,0
2020-04-07,NBC,Buttigieg,0
2020-04-07,NewYorkTimes,Buttigieg,0
2020-04-07,Politico,Buttigieg,0
2020-04-07,WashingtonTimes,Buttigieg,0
2020-04-08,AP,Buttigieg,0
2020-04-08,Breitbart,Buttigieg,4
2020-04-08,Buzzfeed,Buttigieg,9
2020-04-08,Fox,Buttigieg,8
2020-04-08,NBC,Buttigieg,12
2020-04-08,NewYorkTimes,Buttigieg,8
2020-04-08,Politico,Buttigieg,0
2020-04-08,WashingtonTimes,Buttigieg,12
2020-04-09,AP,Buttigieg,1
2020-04-09,Breitbart,Buttigieg,2
2020-04-09,Buzzfeed,Buttigieg,3
2020-04-09,Fox,Buttigieg,12
2020-04-09,NBC,Buttigieg,24
2020-04-09,NewYorkTimes,Buttigieg,0
2020-04-09,Politico,Buttigieg,4
2020-04-09,WashingtonTimes,Buttigieg,0
2020-04-10,AP,Buttigieg,0
2020-04-10,Breitbart,Buttigieg,0
2020-04-10,Fox,Buttigieg,0
2020-04-10,NBC,Buttigieg,6
2020-04-10,NewYorkTimes,Buttigieg,0
2020-04-10,Politico,Buttigieg,4
2020-04-10,WashingtonTimes,Buttigieg,0
2020-04-11,AP,Buttigieg,0
2020-04-11,Breitbart,Buttigieg,0
2020-04-11,Buzzfeed,Buttigieg,0
2020-04-11,Fox,Buttigieg,0
2020-04-11,NBC,Buttigieg,0
2020-04-11,NewYorkTimes,Buttigieg,0
2020-04-11,Politico,Buttigieg,0
2020-04-11,WashingtonTimes,Buttigieg,0
2020-04-12,AP,Buttigieg,0
2020-04-12,Breitbart,Buttigieg,0
2020-04-12,Fox,Buttigieg,0
2020-04-12,NBC,Buttigieg,3
2020-04-12,NewYorkTimes,Buttigieg,0
2020-04-12,Politico,Buttigieg,0
2020-04-12,WashingtonTimes,Buttigieg,0
2020-04-13,AP,Buttigieg,0
2020-04-13,Breitbart,Buttigieg,0
2020-04-13,Buzzfeed,Buttigieg,0
2020-04-13,Fox,Buttigieg,0
2020-04-13,NBC,Buttigieg,0
2020-04-13,NewYorkTimes,Buttigieg,0
2020-04-13,Politico,Buttigieg,2
2020-04-13,WashingtonTimes,Buttigieg,0
2020-04-14,AP,Buttigieg,4
2020-04-14,Breitbart,Buttigieg,0
2020-04-14,Buzzfeed,Buttigieg,0
2020-04-14,Fox,Buttigieg,0
2020-04-14,NBC,Buttigieg,0
2020-04-14,NewYorkTimes,Buttigieg,6
2020-04-14,Politico,Buttigieg,0
2020-04-14,WashingtonTimes,Buttigieg,0
2020-04-15,AP,Buttigieg,0
2020-04-15,Breitbart,Buttigieg,0
2020-04-15,Buzzfeed,Buttigieg,0
2020-04-15,Fox,Buttigieg,0
2020-04-15,NBC,Buttigieg,3
2020-04-15,NewYorkTimes,Buttigieg,6
2020-04-15,Politico,Buttigieg,2
2020-04-15,WashingtonTimes,Buttigieg,0
2020-04-16,AP,Buttigieg,0
2020-04-16,Breitbart,Buttigieg,10
2020-04-16,Buzzfeed,Buttigieg,0
2020-04-16,Fox,Buttigieg,0
2020-04-16,NBC,Buttigieg,3
2020-04-16,Politico,Buttigieg,0
2020-04-16,WashingtonTimes,Buttigieg,0
2020-04-17,AP,Buttigieg,0
2020-04-17,Breitbart,Buttigieg,1
2020-04-17,Buzzfeed,Buttigieg,0
2020-04-17,Fox,Buttigieg,0
2020-04-17,NBC,Buttigieg,0
2020-04-17,Politico,Buttigieg,3
2020-04-17,WashingtonTimes,Buttigieg,0
2020-04-18,Breitbart,Buttigieg,0
2020-04-18,Fox,Buttigieg,0
2020-04-18,NBC,Buttigieg,0
2020-04-18,Politico,Buttigieg,0
2020-04-18,WashingtonTimes,Buttigieg,0
2020-04-19,Breitbart,Buttigieg,0
2020-04-19,Fox,Buttigieg,0
2020-03-01,NewYorkTimes,Bloomberg,0
2020-03-02,Buzzfeed,Bloomberg,0
2020-03-02,NewYorkTimes,Bloomberg,0
2020-03-03,Buzzfeed,Bloomberg,500
2020-03-04,Buzzfeed,Bloomberg,430
2020-03-04,Fox,Bloomberg,133
2020-03-05,Buzzfeed,Bloomberg,20
2020-03-05,Fox,Bloomberg,7
2020-03-06,AP,Bloomberg,72
2020-03-06,Breitbart,Bloomberg,2
2020-03-06,Buzzfeed,Bloomberg,0
2020-03-06,Fox,Bloomberg,14
2020-03-06,NewYorkTimes,Bloomberg,7
2020-03-07,AP,Bloomberg,30
2020-03-07,Breitbart,Bloomberg,12
2020-03-07,Buzzfeed,Bloomberg,0
2020-03-07,Fox,Bloomberg,0
2020-03-07,NBC,Bloomberg,9
2020-03-07,NewYorkTimes,Bloomberg,7
2020-03-08,AP,Bloomberg,6
2020-03-08,Breitbart,Bloomberg,0
2020-03-08,Fox,Bloomberg,7
2020-03-08,NBC,Bloomberg,9
2020-03-08,NewYorkTimes,Bloomberg,77
2020-03-09,AP,Bloomberg,12
2020-03-09,Breitbart,Bloomberg,0
2020-03-09,Buzzfeed,Bloomberg,60
2020-03-09,Fox,Bloomberg,35
2020-03-09,NBC,Bloomberg,18
2020-03-09,NewYorkTimes,Bloomberg,7
2020-03-10,AP,Bloomberg,0
2020-03-10,Buzzfeed,Bloomberg,0
2020-03-10,Fox,Bloomberg,42
2020-03-10,NBC,Bloomberg,9
2020-03-10,NewYorkTimes,Bloomberg,0
2020-03-11,AP,Bloomberg,0
2020-03-11,Buzzfeed,Bloomberg,20
2020-03-11,Fox,Bloomberg,0
2020-03-11,NBC,Bloomberg,18
2020-03-12,AP,Bloomberg,0
2020-03-12,Breitbart,Bloomberg,8
2020-03-12,Buzzfeed,Bloomberg,0
2020-03-12,Fox,Bloomberg,28
2020-03-12,NBC,Bloomberg,90
2020-03-12,NewYorkTimes,Bloomberg,0
2020-03-13,AP,Bloomberg,6
2020-03-13,Breitbart,Bloomberg,8
2020-03-13,Buzzfeed,Bloomberg,0
2020-03-13,Fox,Bloomberg,0
2020-03-13,NBC,Bloomberg,18
2020-03-13,NewYorkTimes,Bloomberg,0
2020-03-13,Politico,Bloomberg,0
2020-03-13,WashingtonTimes,Bloomberg,9
2020-03-14,AP,Bloomberg,12
2020-03-14,Breitbart,Bloomberg,2
2020-03-14,Buzzfeed,Bloomberg,0
2020-03-14,Fox,Bloomberg,14
2020-03-14,NBC,Bloomberg,9
2020-03-14,NewYorkTimes,Bloomberg,0
2020-03-14,Politico,Bloomberg,14
2020-03-14,WashingtonTimes,Bloomberg,0
2020-03-15,AP,Bloomberg,0
2020-03-15,Breitbart,Bloomberg,0
2020-03-15,Buzzfeed,Bloomberg,20
2020-03-15,Fox,Bloomberg,0
2020-03-15,NBC,Bloomberg,27
2020-03-15,NewYorkTimes,Bloomberg,0
2020-03-15,Politico,Bloomberg,14
2020-03-15,WashingtonTimes,Bloomberg,9
2020-03-16,AP,Bloomberg,0
2020-03-16,Breitbart,Bloomberg,8
2020-03-16,Buzzfeed,Bloomberg,0
2020-03-16,Fox,Bloomberg,7
2020-03-16,NBC,Bloomberg,27
2020-03-16,NewYorkTimes,Bloomberg,0
2020-03-16,Politico,Bloomberg,0
2020-03-16,WashingtonTimes,Bloomberg,0
2020-03-17,AP,Bloomberg,0
2020-03-17,Breitbart,Bloomberg,10
2020-03-17,Buzzfeed,Bloomberg,0
2020-03-17,Fox,Bloomberg,63
2020-03-17,NBC,Bloomberg,0
2020-03-17,NewYorkTimes,Bloomberg,0
2020-03-17,Politico,Bloomberg,21
2020-03-17,WashingtonTimes,Bloomberg,18
2020-03-18,AP,Bloomberg,0
2020-03-18,Breitbart,Bloomberg,2
2020-03-18,Buzzfeed,Bloomberg,0
2020-03-18,Fox,Bloomberg,7
2020-03-18,NBC,Bloomberg,9
2020-03-18,NewYorkTimes,Bloomberg,0
2020-03-18,Politico,Bloomberg,0
2020-03-18,WashingtonTimes,Bloomberg,0
2020-03-19,AP,Bloomberg,0
2020-03-19,Breitbart,Bloomberg,2
2020-03-19,Buzzfeed,Bloomberg,0
2020-03-19,Fox,Bloomberg,42
2020-03-19,NBC,Bloomberg,0
2020-03-19,NewYorkTimes,Bloomberg,0
2020-03-19,Politico,Bloomberg,84
2020-03-19,WashingtonTimes,Bloomberg,9
2020-03-20,AP,Bloomberg,348
2020-03-20,Breitbart,Bloomberg,32
2020-03-20,Buzzfeed,Bloomberg,208
2020-03-20,Fox,Bloomberg,175
2020-03-20,NBC,Bloomberg,56
2020-03-20,NewYorkTimes,Bloomberg,189
2020-03-20,Politico,Bloomberg,399
2020-03-20,WashingtonTimes,Bloomberg,96
2020-03-21,AP,Bloomberg,0
2020-03-21,Breitbart,Bloomberg,0
2020-03-21,Buzzfeed,Bloomberg,0
2020-03-21,Fox,Bloomberg,0
2020-03-21,NBC,Bloomberg,0
2020-03-21,NewYorkTimes,Bloomberg,0
2020-03-21,Politico,Bloomberg,14
2020-03-21,WashingtonTimes,Bloomberg,0
2020-03-22,AP,Bloomberg,0
2020-03-22,Breitbart,Bloomberg,3
2020-03-22,Fox,Bloomberg,0
2020-03-22,NBC,Bloomberg,0
2020-03-22,NewYorkTimes,Bloomberg,0
2020-03-22,Politico,Bloomberg,26
2020-03-22,WashingtonTimes,Bloomberg,0
2020-03-23,AP,Bloomberg,40
2020-03-23,Breitbart,Bloomberg,2
2020-03-23,Buzzfeed,Bloomberg,21
2020-03-23,Fox,Bloomberg,36
2020-03-23,NBC,Bloomberg,21
2020-03-23,NewYorkTimes,Bloomberg,0
2020-03-23,Politico,Bloomberg,492
2020-03-23,WashingtonTimes,Bloomberg,21
2020-03-24,AP,Bloomberg,0
2020-03-24,Breitbart,Bloomberg,0
2020-03-24,Buzzfeed,Bloomberg,0
2020-03-24,Fox,Bloomberg,12
2020-03-24,NBC,Bloomberg,14
2020-03-24,NewYorkTimes,Bloomberg,0
2020-03-24,Politico,Bloomberg,0
2020-03-24,WashingtonTimes,Bloomberg,210
2020-03-25,AP,Bloomberg,0
2020-03-25,Breitbart,Bloomberg,6
2020-03-25,Buzzfeed,Bloomberg,0
2020-03-25,Fox,Bloomberg,0
2020-03-25,NBC,Bloomberg,0
2020-03-25,NewYorkTimes,Bloomberg,0
2020-03-25,Politico,Bloomberg,18
2020-03-25,WashingtonTimes,Bloomberg,0
2020-03-26,AP,Bloomberg,0
2020-03-26,Breitbart,Bloomberg,5
2020-03-26,Fox,Bloomberg,15
2020-03-26,NBC,Bloomberg,0
2020-03-26,NewYorkTimes,Bloomberg,0
2020-03-26,Politico,Bloomberg,0
2020-03-26,WashingtonTimes,Bloomberg,0
2020-03-27,AP,Bloomberg,0
2020-03-27,Breitbart,Bloomberg,0
2020-03-27,Buzzfeed,Bloomberg,0
2020-03-27,Fox,Bloomberg,95
2020-03-27,NBC,Bloomberg,0
2020-03-27,NewYorkTimes,Bloomberg,0
2020-03-27,Politico,Bloomberg,5
2020-03-27,WashingtonTimes,Bloomberg,0
2020-03-28,AP,Bloomberg,0
2020-03-28,Breitbart,Bloomberg,0
2020-03-28,Buzzfeed,Bloomberg,0
2020-03-28,Fox,Bloomberg,0
2020-03-28,NBC,Bloomberg,0
2020-03-28,NewYorkTimes,Bloomberg,4
2020-03-28,Politico,Bloomberg,0
2020-03-28,WashingtonTimes,Bloomberg,0
2020-03-29,AP,Bloomberg,6
2020-03-29,Breitbart,Bloomberg,0
2020-03-29,Buzzfeed,Bloomberg,0
2020-03-29,Fox,Bloomberg,0
2020-03-29,NBC,Bloomberg,10
2020-03-29,NewYorkTimes,Bloomberg,20
2020-03-29,Politico,Bloomberg,0
2020-03-29,WashingtonTimes,Bloomberg,0
2020-03-30,AP,Bloomberg,0
2020-03-30,Breitbart,Bloomberg,0
2020-03-30,Buzzfeed,Bloomberg,0
2020-03-30,Fox,Bloomberg,0
2020-03-30,NBC,Bloomberg,0
2020-03-30,NewYorkTimes,Bloomberg,48
2020-03-30,Politico,Bloomberg,0
2020-03-30,WashingtonTimes,Bloomberg,0
2020-03-31,AP,Bloomberg,0
2020-03-31,Breitbart,Bloomberg,0
2020-03-31,Buzzfeed,Bloomberg,0
2020-03-31,Fox,Bloomberg,26
2020-03-31,NBC,Bloomberg,0
2020-03-31,NewYorkTimes,Bloomberg,4
2020-03-31,Politico,Bloomberg,80
2020-03-31,WashingtonTimes,Bloomberg,0
2020-04-01,AP,Bloomberg,0
2020-04-01,Breitbart,Bloomberg,3
2020-04-01,Buzzfeed,Bloomberg,0
2020-04-01,Fox,Bloomberg,12
2020-04-01,NBC,Bloomberg,5
2020-04-01,NewYorkTimes,Bloomberg,0
2020-04-01,Politico,Bloomberg,0
2020-04-01,WashingtonTimes,Bloomberg,5
2020-04-02,AP,Bloomberg,0
2020-04-02,Breitbart,Bloomberg,3
2020-04-02,Fox,Bloomberg,8
2020-04-02,NBC,Bloomberg,15
2020-04-02,NewYorkTimes,Bloomberg,0
2020-04-02,Politico,Bloomberg,4
2020-04-02,WashingtonTimes,Bloomberg,0
2020-04-03,AP,Bloomberg,0
2020-04-03,Breitbart,Bloomberg,1
2020-04-03,Buzzfeed,Bloomberg,5
2020-04-03,Fox,Bloomberg,111
2020-04-03,NBC,Bloomberg,9
2020-04-03,NewYorkTimes,Bloomberg,0
2020-04-03,Politico,Bloomberg,4
2020-04-03,WashingtonTimes,Bloomberg,0
2020-04-04,AP,Bloomberg,0
2020-04-04,Breitbart,Bloomberg,4
2020-04-04,Buzzfeed,Bloomberg,0
2020-04-04,Fox,Bloomberg,2
2020-04-04,NBC,Bloomberg,0
2020-04-04,NewYorkTimes,Bloomberg,0
2020-04-04,Politico,Bloomberg,2
2020-04-04,WashingtonTimes,Bloomberg,0
2020-04-05,AP,Bloomberg,0
2020-04-05,Breitbart,Bloomberg,1
2020-04-05,Fox,Bloomberg,0
2020-04-05,NBC,Bloomberg,0
2020-04-05,NewYorkTimes,Bloomberg,2
2020-04-05,Politico,Bloomberg,0
2020-04-05,WashingtonTimes,Bloomberg,0
2020-04-06,AP,Bloomberg,0
2020-04-06,Breitbart,Bloomberg,1
2020-04-06,Buzzfeed,Bloomberg,0
2020-04-06,Fox,Bloomberg,4
2020-04-06,NBC,Bloomberg,0
2020-04-06,NewYorkTimes,Bloomberg,0
2020-04-06,Politico,Bloomberg,0
2020-04-06,WashingtonTimes,Bloomberg,3
2020-04-07,AP,Bloomberg,0
2020-04-07,Breitbart,Bloomberg,0
2020-04-07,Fox,Bloomberg,0
2020-04-07,NBC,Bloomberg,0
2020-04-07,NewYorkTimes,Bloomberg,0
2020-04-07,Politico,Bloomberg,4
2020-04-07,WashingtonTimes,Bloomberg,0
2020-04-08,AP,Bloomberg,0
2020-04-08,Breitbart,Bloomberg,5
2020-04-08,Buzzfeed,Bloomberg,9
2020-04-08,Fox,Bloomberg,6
2020-04-08,NBC,Bloomberg,0
2020-04-08,NewYorkTimes,Bloomberg,8
2020-04-08,Politico,Bloomberg,2
2020-04-08,WashingtonTimes,Bloomberg,3
2020-04-09,AP,Bloomberg,0
2020-04-09,Breitbart,Bloomberg,2
2020-04-09,Buzzfeed,Bloomberg,3
2020-04-09,Fox,Bloomberg,20
2020-04-09,NBC,Bloomberg,0
2020-04-09,NewYorkTimes,Bloomberg,0
2020-04-09,Politico,Bloomberg,14
2020-04-09,WashingtonTimes,Bloomberg,0
2020-04-10,AP,Bloomberg,1
2020-04-10,Breitbart,Bloomberg,0
2020-04-10,Fox,Bloomberg,4
2020-04-10,NBC,Bloomberg,3
2020-04-10,NewYorkTimes,Bloomberg,2
2020-04-10,Politico,Bloomberg,4
2020-04-10,WashingtonTimes,Bloomberg,3
2020-04-11,AP,Bloomberg,0
2020-04-11,Breitbart,Bloomberg,0
2020-04-11,Buzzfeed,Bloomberg,0
2020-04-11,Fox,Bloomberg,0
2020-04-11,NBC,Bloomberg,0
2020-04-11,NewYorkTimes,Bloomberg,0
2020-04-11,Politico,Bloomberg,0
2020-04-11,WashingtonTimes,Bloomberg,0
2020-04-12,AP,Bloomberg,0
2020-04-12,Breitbart,Bloomberg,4
2020-04-12,Fox,Bloomberg,2
2020-04-12,NBC,Bloomberg,0
2020-04-12,NewYorkTimes,Bloomberg,0
2020-04-12,Politico,Bloomberg,2
2020-04-12,WashingtonTimes,Bloomberg,0
2020-04-13,AP,Bloomberg,0
2020-04-13,Breitbart,Bloomberg,1
2020-04-13,Buzzfeed,Bloomberg,0
2020-04-13,Fox,Bloomberg,0
2020-04-13,NBC,Bloomberg,6
2020-04-13,NewYorkTimes,Bloomberg,0
2020-04-13,Politico,Bloomberg,8
2020-04-13,WashingtonTimes,Bloomberg,0
2020-04-14,AP,Bloomberg,3
2020-04-14,Breitbart,Bloomberg,0
2020-04-14,Buzzfeed,Bloomberg,0
2020-04-14,Fox,Bloomberg,0
2020-04-14,NBC,Bloomberg,0
2020-04-14,NewYorkTimes,Bloomberg,0
2020-04-14,Politico,Bloomberg,2
2020-04-14,WashingtonTimes,Bloomberg,0
2020-04-15,AP,Bloomberg,0
2020-04-15,Breitbart,Bloomberg,0
2020-04-15,Buzzfeed,Bloomberg,0
2020-04-15,Fox,Bloomberg,2
2020-04-15,NBC,Bloomberg,3
2020-04-15,NewYorkTimes,Bloomberg,0
2020-04-15,Politico,Bloomberg,2
2020-04-15,WashingtonTimes,Bloomberg,0
2020-04-16,AP,Bloomberg,0
2020-04-16,Breitbart,Bloomberg,0
2020-04-16,Buzzfeed,Bloomberg,0
2020-04-16,Fox,Bloomberg,2
2020-04-16,NBC,Bloomberg,0
2020-04-16,Politico,Bloomberg,0
2020-04-16,WashingtonTimes,Bloomberg,0
2020-04-17,AP,Bloomberg,0
2020-04-17,Breitbart,Bloomberg,0
2020-04-17,Buzzfeed,Bloomberg,0
2020-04-17,Fox,Bloomberg,4
2020-04-17,NBC,Bloomberg,4
2020-04-17,Politico,Bloomberg,5
2020-04-17,WashingtonTimes,Bloomberg,0
2020-04-18,Breitbart,Bloomberg,0
2020-04-18,Fox,Bloomberg,0
2020-04-18,NBC,Bloomberg,0
2020-04-18,Politico,Bloomberg,0
2020-04-18,WashingtonTimes,Bloomberg,0
2020-04-19,Breitbart,Bloomberg,0
2020-04-19,Fox,Bloomberg,0
2020-03-01,NewYorkTimes,Klobuchar,0
2020-03-02,Buzzfeed,Klobuchar,190
2020-03-02,NewYorkTimes,Klobuchar,48
2020-03-03,Buzzfeed,Klobuchar,450
2020-03-04,Buzzfeed,Klobuchar,70
2020-03-04,Fox,Klobuchar,14
2020-03-05,Buzzfeed,Klobuchar,40
2020-03-05,Fox,Klobuchar,14
2020-03-06,AP,Klobuchar,54
2020-03-06,Breitbart,Klobuchar,0
2020-03-06,Buzzfeed,Klobuchar,0
2020-03-06,Fox,Klobuchar,0
2020-03-06,NewYorkTimes,Klobuchar,21
2020-03-07,AP,Klobuchar,6
2020-03-07,Breitbart,Klobuchar,0
2020-03-07,Buzzfeed,Klobuchar,0
2020-03-07,Fox,Klobuchar,0
2020-03-07,NBC,Klobuchar,9
2020-03-07,NewYorkTimes,Klobuchar,7
2020-03-08,AP,Klobuchar,6
2020-03-08,Breitbart,Klobuchar,0
2020-03-08,Fox,Klobuchar,7
2020-03-08,NBC,Klobuchar,9
2020-03-08,NewYorkTimes,Klobuchar,21
2020-03-09,AP,Klobuchar,42
2020-03-09,Breitbart,Klobuchar,2
2020-03-09,Buzzfeed,Klobuchar,0
2020-03-09,Fox,Klobuchar,28
2020-03-09,NBC,Klobuchar,36
2020-03-09,NewYorkTimes,Klobuchar,42
2020-03-10,AP,Klobuchar,6
2020-03-10,Buzzfeed,Klobuchar,0
2020-03-10,Fox,Klobuchar,35
2020-03-10,NBC,Klobuchar,9
2020-03-10,NewYorkTimes,Klobuchar,0
2020-03-11,AP,Klobuchar,0
2020-03-11,Buzzfeed,Klobuchar,20
2020-03-11,Fox,Klobuchar,0
2020-03-11,NBC,Klobuchar,45
2020-03-12,AP,Klobuchar,0
2020-03-12,Breitbart,Klobuchar,2
2020-03-12,Buzzfeed,Klobuchar,0
2020-03-12,Fox,Klobuchar,0
2020-03-12,NBC,Klobuchar,0
2020-03-12,NewYorkTimes,Klobuchar,0
2020-03-13,AP,Klobuchar,0
2020-03-13,Breitbart,Klobuchar,0
2020-03-13,Buzzfeed,Klobuchar,0
2020-03-13,Fox,Klobuchar,0
2020-03-13,NBC,Klobuchar,0
2020-03-13,NewYorkTimes,Klobuchar,0
2020-03-13,Politico,Klobuchar,0
2020-03-13,WashingtonTimes,Klobuchar,18
2020-03-14,AP,Klobuchar,0
2020-03-14,Breitbart,Klobuchar,2
2020-03-14,Buzzfeed,Klobuchar,0
2020-03-14,Fox,Klobuchar,0
2020-03-14,NBC,Klobuchar,0
2020-03-14,NewYorkTimes,Klobuchar,0
2020-03-14,Politico,Klobuchar,0
2020-03-14,WashingtonTimes,Klobuchar,0
2020-03-15,AP,Klobuchar,12
2020-03-15,Breitbart,Klobuchar,0
2020-03-15,Buzzfeed,Klobuchar,10
2020-03-15,Fox,Klobuchar,14
2020-03-15,NBC,Klobuchar,27
2020-03-15,NewYorkTimes,Klobuchar,0
2020-03-15,Politico,Klobuchar,14
2020-03-15,WashingtonTimes,Klobuchar,18
2020-03-16,AP,Klobuchar,0
2020-03-16,Breitbart,Klobuchar,2
2020-03-16,Buzzfeed,Klobuchar,0
2020-03-16,Fox,Klobuchar,0
2020-03-16,NBC,Klobuchar,45
2020-03-16,NewYorkTimes,Klobuchar,21
2020-03-16,Politico,Klobuchar,14
2020-03-16,WashingtonTimes,Klobuchar,0
2020-03-17,AP,Klobuchar,0
2020-03-17,Breitbart,Klobuchar,0
2020-03-17,Buzzfeed,Klobuchar,0
2020-03-17,Fox,Klobuchar,14
2020-03-17,NBC,Klobuchar,0
2020-03-17,NewYorkTimes,Klobuchar,7
2020-03-17,Politico,Klobuchar,49
2020-03-17,WashingtonTimes,Klobuchar,0
2020-03-18,AP,Klobuchar,0
2020-03-18,Breitbart,Klobuchar,4
2020-03-18,Buzzfeed,Klobuchar,0
2020-03-18,Fox,Klobuchar,0
2020-03-18,NBC,Klobuchar,0
2020-03-18,NewYorkTimes,Klobuchar,0
2020-03-18,Politico,Klobuchar,0
2020-03-18,WashingtonTimes,Klobuchar,0
2020-03-19,AP,Klobuchar,0
2020-03-19,Breitbart,Klobuchar,6
2020-03-19,Buzzfeed,Klobuchar,10
2020-03-19,Fox,Klobuchar,14
2020-03-19,NBC,Klobuchar,0
2020-03-19,NewYorkTimes,Klobuchar,28
2020-03-19,Politico,Klobuchar,14
2020-03-19,WashingtonTimes,Klobuchar,9
